team_id,team_name,player_id,player_name,player_number,position,birthday
43921,USA,448217,Matt TURNER,1,Goalkeeper,1994-06-24T00:00:00Z
43921,USA,406280,Sergino DEST,2,Defender,2000-11-03T00:00:00Z
43921,USA,419062,Chris RICHARDS,3,Defender,2000-03-28T00:00:00Z
43921,USA,390238,Tyler ADAMS,4,Midfielder,1999-02-14T00:00:00Z
43921,USA,441251,Antonee ROBINSON,5,Defender,1997-08-08T00:00:00Z
43921,USA,390272,Auston TRUSTY,6,Defender,1998-08-12T00:00:00Z
43921,USA,419068,Giovanni REYNA,7,Midfielder,2002-11-13T00:00:00Z
43921,USA,390259,Weston McKENNIE,8,Midfielder,1998-08-28T00:00:00Z
43921,USA,419082,Ricardo PEPI,9,Forward,2003-01-09T00:00:00Z
43921,USA,390267,Christian PULISIC,10,Forward,1998-09-18T00:00:00Z
43921,USA,419055,Brenden AARONSON,11,Forward,2000-10-22T00:00:00Z
43921,USA,436599,Miles ROBINSON,12,Defender,1997-03-14T00:00:00Z
43921,USA,339510,Tim REAM,13,Defender,1987-10-05T00:00:00Z
43921,USA,499912,Sebastian BERHALTER,14,Midfielder,2001-05-10T00:00:00Z
43921,USA,385994,Cristian ROLDAN,15,Midfielder,1995-06-03T00:00:00Z
43921,USA,464542,Alex FREEMAN,16,Defender,2004-08-09T00:00:00Z
43921,USA,448214,Malik TILLMAN,17,Midfielder,2002-05-28T00:00:00Z
43921,USA,486390,Max ARFSTEN,18,Defender,2001-04-19T00:00:00Z
43921,USA,390276,Haji WRIGHT,19,Forward,1998-03-27T00:00:00Z
43921,USA,466624,Folarin BALOGUN,20,Forward,2001-07-03T00:00:00Z
43921,USA,406304,Timothy WEAH,21,Forward,2000-02-22T00:00:00Z
43921,USA,419077,Mark McKENZIE,22,Defender,1999-02-25T00:00:00Z
43921,USA,423700,Joe SCALLY,23,Defender,2002-12-31T00:00:00Z
43921,USA,499913,Matt FREESE,24,Goalkeeper,1998-09-02T00:00:00Z
43921,USA,464546,Chris BRADY,25,Goalkeeper,2004-03-03T00:00:00Z
43921,USA,390278,Alex ZENDEJAS,26,Forward,1998-02-07T00:00:00Z
43911,MEX,485070,Raul RANGEL,1,Goalkeeper,2000-02-25T00:00:00Z
43911,MEX,403596,Jorge SANCHEZ,2,Defender,1997-12-10T00:00:00Z
43911,MEX,395516,Cesar MONTES,3,Defender,1997-02-24T00:00:00Z
43911,MEX,400634,Edson ALVAREZ,4,Defender,1997-10-24T00:00:00Z
43911,MEX,425701,Johan VASQUEZ,5,Defender,1998-10-22T00:00:00Z
43911,MEX,419518,Erik LIRA,6,Midfielder,2000-05-08T00:00:00Z
43911,MEX,430763,Luis ROMO,7,Midfielder,1995-06-05T00:00:00Z
43911,MEX,416576,Alvaro FIDALGO,8,Midfielder,1997-04-09T00:00:00Z
43911,MEX,356731,Raul JIMENEZ,9,Forward,1991-05-05T00:00:00Z
43911,MEX,430766,Alexis VEGA,10,Forward,1997-11-25T00:00:00Z
43911,MEX,430759,Santiago GIMENEZ,11,Forward,2001-04-18T00:00:00Z
43911,MEX,441260,Carlos ACEVEDO,12,Goalkeeper,1996-04-19T00:00:00Z
43911,MEX,215285,Guillermo OCHOA,13,Goalkeeper,1985-07-13T00:00:00Z
43911,MEX,514336,Armando GONZALEZ,14,Forward,2003-04-20T00:00:00Z
43911,MEX,441261,Israel REYES,15,Defender,2000-05-23T00:00:00Z
43911,MEX,429157,Julian QUINONES,16,Forward,1997-03-24T00:00:00Z
43911,MEX,372090,Orbelin PINEDA,17,Midfielder,1996-03-24T00:00:00Z
43911,MEX,461177,Obed VARGAS,18,Midfielder,2005-08-05T00:00:00Z
43911,MEX,500037,Gilberto MORA,19,Midfielder,2008-10-14T00:00:00Z
43911,MEX,500038,Mateo CHAVEZ,20,Defender,2004-05-12T00:00:00Z
43911,MEX,406135,Cesar HUERTA,21,Forward,2000-12-03T00:00:00Z
43911,MEX,386339,Guillermo MARTINEZ,22,Forward,1995-03-15T00:00:00Z
43911,MEX,402772,Jesus GALLARDO,23,Defender,1994-08-15T00:00:00Z
43911,MEX,448051,Luis CHAVEZ,24,Midfielder,1996-01-15T00:00:00Z
43911,MEX,403585,Roberto ALVARADO,25,Forward,1998-09-07T00:00:00Z
43911,MEX,464533,Brian GUTIERREZ,26,Midfielder,2003-06-17T00:00:00Z
43899,CAN,441255,Dayne ST. CLAIR,1,Goalkeeper,1997-05-09T00:00:00Z
43899,CAN,441252,Alistair JOHNSTON,2,Defender,1998-10-08T00:00:00Z
43899,CAN,514070,Alfie JONES,3,Defender,1997-10-07T00:00:00Z
43899,CAN,480322,Luc DE FOUGEROLLES,4,Defender,2005-10-12T00:00:00Z
43899,CAN,448402,Joel WATERMAN,5,Defender,1996-01-24T00:00:00Z
43899,CAN,448390,Mathieu CHOINIERE,6,Midfielder,1999-02-07T00:00:00Z
43899,CAN,433635,Stephen EUSTAQUIO,7,Midfielder,1996-12-21T00:00:00Z
43899,CAN,441258,Ismael KONE,8,Midfielder,2002-06-16T00:00:00Z
43899,CAN,390670,Cyle LARIN,9,Forward,1995-04-17T00:00:00Z
43899,CAN,441257,Jonathan DAVID,10,Forward,2000-01-14T00:00:00Z
43899,CAN,441259,Liam MILLAR,11,Midfielder,1999-09-27T00:00:00Z
43899,CAN,486929,Tani OLUWASEYI,12,Forward,2000-05-15T00:00:00Z
43899,CAN,371958,Derek CORNELIUS,13,Defender,1997-11-25T00:00:00Z
43899,CAN,448411,Jacob SHAFFELBURG,14,Midfielder,1999-11-26T00:00:00Z
43899,CAN,466585,Moise BOMBITO,15,Defender,2000-03-30T00:00:00Z
43899,CAN,331732,Maxime CREPEAU,16,Goalkeeper,1994-05-11T00:00:00Z
43899,CAN,430138,Tajon BUCHANAN,17,Forward,1999-02-08T00:00:00Z
43899,CAN,463817,Owen GOODMAN,18,Goalkeeper,2003-11-27T00:00:00Z
43899,CAN,412144,Alphonso DAVIES,19,Defender,2000-11-02T00:00:00Z
43899,CAN,466687,Ali AHMED,20,Forward,2000-10-10T00:00:00Z
43899,CAN,370986,Jonathan OSORIO,21,Midfielder,1992-06-12T00:00:00Z
43899,CAN,431696,Richie LARYEA,22,Defender,1995-01-07T00:00:00Z
43899,CAN,485064,Niko SIGUR,23,Defender,2003-09-09T00:00:00Z
43899,CAN,493970,Promise DAVID,24,Forward,2001-07-03T00:00:00Z
43899,CAN,423941,Nathan SALIBA,25,Midfielder,2004-02-07T00:00:00Z
43899,CAN,423933,Jayden Nelson,26,Forward,2002-09-26T00:00:00Z
43922,ARG,430624,Juan MUSSO,1,Goalkeeper,1994-05-06T00:00:00Z
43922,ARG,402934,Marcos SENESI,2,Midfielder,1997-05-10T00:00:00Z
43922,ARG,308322,Nicolas TAGLIAFICO,3,Defender,1992-08-31T00:00:00Z
43922,ARG,402926,Gonzalo MONTIEL,4,Defender,1997-01-01T00:00:00Z
43922,ARG,332847,Leandro PAREDES,5,Midfielder,1994-06-29T00:00:00Z
43922,ARG,402921,Lisandro MARTINEZ,6,Defender,1998-01-18T00:00:00Z
43922,ARG,428882,Rodrigo DE PAUL,7,Midfielder,1994-05-24T00:00:00Z
43922,ARG,463661,Valentin BARCO,8,Midfielder,2004-07-23T00:00:00Z
43922,ARG,416081,Julian ALVAREZ,9,Forward,2000-01-31T00:00:00Z
43922,ARG,229397,Lionel MESSI,10,Forward,1987-06-24T00:00:00Z
43922,ARG,395414,Giovani Lo Celso,11,Midfielder,1996-04-09T00:00:00Z
43922,ARG,394824,Geronimo RULLI,12,Goalkeeper,1992-05-20T00:00:00Z
43922,ARG,431196,Cristian ROMERO,13,Defender,1998-04-27T00:00:00Z
43922,ARG,389485,Exequiel PALACIOS,14,Midfielder,1998-10-05T00:00:00Z
43922,ARG,430631,Nico GONZALEZ,15,Midfielder,1998-04-06T00:00:00Z
43922,ARG,418975,Thiago ALMADA,16,Forward,2001-04-26T00:00:00Z
43922,ARG,485595,Giuliano SIMEONE,17,Forward,2002-12-18T00:00:00Z
43922,ARG,441422,Nico PAZ,18,Forward,2004-09-08T00:00:00Z
43922,ARG,310116,Nicolas OTAMENDI,19,Defender,1988-02-12T00:00:00Z
43922,ARG,430628,Alexis MAC ALLISTER,20,Midfielder,1998-12-24T00:00:00Z
43922,ARG,495054,Jose Manuel LOPEZ,21,Forward,2000-12-06T00:00:00Z
43922,ARG,402920,Lautaro MARTINEZ,22,Forward,1997-08-22T00:00:00Z
43922,ARG,308300,Emiliano MARTINEZ,23,Goalkeeper,1992-09-02T00:00:00Z
43922,ARG,448252,Enzo FERNANDEZ,24,Midfielder,2001-01-17T00:00:00Z
43922,ARG,418963,Facundo MEDINA,25,Defender,1999-05-28T00:00:00Z
43922,ARG,402925,Nahuel MOLINA,26,Defender,1998-04-06T00:00:00Z
43819,JPN,405530,Zion Suzuki,1,Goalkeeper,2002-08-21T00:00:00Z
43819,JPN,405528,Yukinari Sugawara,2,Defender,2000-06-28T00:00:00Z
43819,JPN,390541,Shogo TANIGUCHI,3,Defender,1991-07-15T00:00:00Z
43819,JPN,400511,Kou ITAKURA,4,Defender,1997-01-27T00:00:00Z
43819,JPN,291372,Yuto NAGATOMO,5,Defender,1986-09-12T00:00:00Z
43819,JPN,448569,Shuto MACHINO,6,Forward,1999-09-30T00:00:00Z
43819,JPN,400514,Ao TANAKA,7,Midfielder,1998-09-10T00:00:00Z
43819,JPN,403304,Takefusa KUBO,8,Midfielder,2001-06-04T00:00:00Z
43819,JPN,464339,Keisuke GOTO,9,Forward,2005-06-03T00:00:00Z
43819,JPN,391646,Ritsu DOAN,10,Midfielder,1998-06-16T00:00:00Z
43819,JPN,430407,Daizen MAEDA,11,Midfielder,1997-10-20T00:00:00Z
43819,JPN,403305,Keisuke OSAKO,12,Goalkeeper,1999-07-28T00:00:00Z
43819,JPN,405522,Keito Nakamura,13,Midfielder,2000-07-28T00:00:00Z
43819,JPN,395321,Junya ITO,14,Midfielder,1993-03-09T00:00:00Z
43819,JPN,448557,Daichi KAMADA,15,Midfielder,1996-08-05T00:00:00Z
43819,JPN,430401,Tsuyoshi Watanabe,16,Defender,1997-02-05T00:00:00Z
43819,JPN,485503,Yuito SUZUKI,17,Midfielder,2001-10-25T00:00:00Z
43819,JPN,430413,Ayase UEDA,18,Forward,1998-08-28T00:00:00Z
43819,JPN,403293,Koki OGAWA,19,Forward,1997-08-08T00:00:00Z
43819,JPN,405527,Ayumu SEKO,20,Defender,2000-06-07T00:00:00Z
43819,JPN,403274,Hiroki ITO,21,Defender,1999-05-12T00:00:00Z
43819,JPN,403289,Takehiro TOMIYASU,22,Defender,1998-11-05T00:00:00Z
43819,JPN,511710,Tomoki HAYAKAWA,23,Goalkeeper,1999-03-03T00:00:00Z
43819,JPN,479294,Kaishu SANO,24,Midfielder,2000-12-30T00:00:00Z
43819,JPN,498455,Junnosuke SUZUKI,25,Defender,2003-07-12T00:00:00Z
43819,JPN,520218,Kento SHIOGAI,26,Forward,2005-03-26T00:00:00Z
43817,IRN,380007,Alireza BEIRANVAND,1,Goalkeeper,1992-09-21T00:00:00Z
43817,IRN,448505,Saleh HARDANI,2,Defender,1998-12-26T00:00:00Z
43817,IRN,288961,Ehsan HAJISAFI,3,Defender,1990-02-25T00:00:00Z
43817,IRN,346743,Shoja KHALILZADEH,4,Defender,1989-05-14T00:00:00Z
43817,IRN,390537,Milad MOHAMMADI,5,Defender,1993-09-29T00:00:00Z
43817,IRN,371736,Saeid EZATOLAHI,6,Midfielder,1996-10-01T00:00:00Z
43817,IRN,379886,Alireza JAHANBAKHSH,7,Midfielder,1993-08-11T00:00:00Z
43817,IRN,448497,Mohammad MOHEBBI,8,Midfielder,1998-12-20T00:00:00Z
43817,IRN,388475,Mehdi TAREMI,9,Forward,1992-07-18T00:00:00Z
43817,IRN,403236,Mehdi GHAYEDI,10,Forward,1998-12-05T00:00:00Z
43817,IRN,416989,Ali Alipour,11,Forward,1995-11-11T00:00:00Z
43817,IRN,448507,Payam NIAZMAND,12,Goalkeeper,1995-04-06T00:00:00Z
43817,IRN,390534,Hossein KANANI,13,Defender,1994-03-23T00:00:00Z
43817,IRN,411644,Saman GHODDOS,14,Midfielder,1993-09-06T00:00:00Z
43817,IRN,406595,Roozbeh CHESHMI,15,Midfielder,1993-07-24T00:00:00Z
43817,IRN,390535,Mehdi TORABI,16,Midfielder,1994-09-10T00:00:00Z
43817,IRN,481181,Arya YOUSEFI,17,Defender,2002-04-22T00:00:00Z
43817,IRN,405639,Amirhossein Hosseinzadeh,18,Forward,2000-10-30T00:00:00Z
43817,IRN,489603,Ali NEMATI,19,Defender,1996-02-08T00:00:00Z
43817,IRN,481180,Shahriyar MOGHANLOO,20,Forward,1994-12-21T00:00:00Z
43817,IRN,482670,Mohammad GHORBANI,21,Midfielder,2001-10-07T00:00:00Z
43817,IRN,314255,Hossein HOSSEINI,22,Goalkeeper,1992-06-30T00:00:00Z
43817,IRN,384797,Ramin REZAEIAN,23,Defender,1990-03-21T00:00:00Z
43817,IRN,519837,Dennis DARGAHI,24,Forward,1997-01-09T00:00:00Z
43817,IRN,494429,Danial IRI,25,Defender,2003-10-26T00:00:00Z
43817,IRN,475921,Amirmohammad RAZAGHINIA,26,Midfielder,2006-04-11T00:00:00Z
43978,NZL,368535,Max CROCOMBE,1,Goalkeeper,1993-08-12T00:00:00Z
43978,NZL,331463,Tim PAYNE,2,Defender,1994-01-10T00:00:00Z
43978,NZL,440748,Francis DE VRIES,3,Defender,1994-11-28T00:00:00Z
43978,NZL,482775,Tyler BINDON,4,Defender,2005-01-27T00:00:00Z
43978,NZL,261367,Michael BOXALL,5,Defender,1988-08-18T00:00:00Z
43978,NZL,390181,Joe BELL,6,Midfielder,1999-04-27T00:00:00Z
43978,NZL,423596,Matthew GARBETT,7,Midfielder,2002-04-13T00:00:00Z
43978,NZL,423595,Marko STAMENIC,8,Midfielder,2002-02-19T00:00:00Z
43978,NZL,274078,Chris WOOD,9,Forward,1991-12-07T00:00:00Z
43978,NZL,390209,Sarpreet SINGH,10,Midfielder,1999-02-20T00:00:00Z
43978,NZL,405454,Elijah JUST,11,Midfielder,2000-05-01T00:00:00Z
43978,NZL,423574,Alex PAULSEN,12,Goalkeeper,2002-07-04T00:00:00Z
43978,NZL,405469,Liberato CACACE,13,Defender,2000-09-27T00:00:00Z
43978,NZL,371142,Alex RUFER,14,Midfielder,1996-06-12T00:00:00Z
43978,NZL,419572,Nando PIJNAKER,15,Defender,1999-02-25T00:00:00Z
43978,NZL,463580,Finn SURMAN,16,Defender,2003-09-23T00:00:00Z
43978,NZL,269592,Kosta BARBAROUSES,17,Forward,1990-02-19T00:00:00Z
43978,NZL,419577,Ben WAINE,18,Forward,2001-06-11T00:00:00Z
43978,NZL,423575,Ben OLD,19,Midfielder,2002-08-13T00:00:00Z
43978,NZL,390196,Callum McCOWATT,20,Midfielder,1999-04-30T00:00:00Z
43978,NZL,416652,Jesse RANDALL,21,Forward,2002-08-19T00:00:00Z
43978,NZL,390218,Michael WOUD,22,Goalkeeper,1999-01-16T00:00:00Z
43978,NZL,336641,Ryan THOMAS,23,Midfielder,1994-12-20T00:00:00Z
43978,NZL,419567,Callan ELLIOT,24,Defender,1999-07-07T00:00:00Z
43978,NZL,484817,Lachlan BAYLISS,25,Midfielder,2002-07-24T00:00:00Z
43978,NZL,274102,Tommy SMITH,26,Defender,1990-03-31T00:00:00Z
43938,CRO,369029,Dominik LIVAKOVIC,1,Goalkeeper,1995-01-09T00:00:00Z
43938,CRO,433667,Josip STANISIC,2,Defender,2000-04-02T00:00:00Z
43938,CRO,448174,Marin PONGRACIC,3,Defender,1997-09-11T00:00:00Z
43938,CRO,448180,Josko GVARDIOL,4,Defender,2002-01-23T00:00:00Z
43938,CRO,372424,Duje CALETA-CAR,5,Defender,1996-09-17T00:00:00Z
43938,CRO,448171,Josip SUTALO,6,Defender,2000-02-28T00:00:00Z
43938,CRO,389753,Nikola Moro,7,Midfielder,1998-03-12T00:00:00Z
43938,CRO,339987,Mateo KOVACIC,8,Midfielder,1994-05-06T00:00:00Z
43938,CRO,336472,Andrej KRAMARIC,9,Forward,1991-06-19T00:00:00Z
43938,CRO,241559,Luka MODRIC,10,Midfielder,1985-09-09T00:00:00Z
43938,CRO,430070,Ante BUDIMIR,11,Forward,1991-07-22T00:00:00Z
43938,CRO,514526,Ivor PANDUR,12,Goalkeeper,2000-03-25T00:00:00Z
43938,CRO,409191,Nikola VLASIC,13,Midfielder,1997-10-04T00:00:00Z
43938,CRO,359381,Ivan PERISIC,14,Forward,1989-02-02T00:00:00Z
43938,CRO,380005,Mario PASALIC,15,Midfielder,1995-02-09T00:00:00Z
43938,CRO,482774,Martin BATURINA,16,Midfielder,2003-02-16T00:00:00Z
43938,CRO,485066,Petar SUCIC,17,Midfielder,2003-10-25T00:00:00Z
43938,CRO,448164,Kristijan JAKIC,18,Defender,1997-05-14T00:00:00Z
43938,CRO,485065,Toni FRUK,19,Midfielder,2001-03-09T00:00:00Z
43938,CRO,485068,Igor MATANOVIC,20,Forward,2003-03-31T00:00:00Z
43938,CRO,448160,Luka SUCIC,21,Midfielder,2002-09-08T00:00:00Z
43938,CRO,499290,Luka VUSKOVIC,22,Defender,2007-02-24T00:00:00Z
43938,CRO,448179,Dominik KOTARSKI,23,Goalkeeper,2000-02-10T00:00:00Z
43938,CRO,482931,Marco PASALIC,24,Forward,2000-09-14T00:00:00Z
43938,CRO,389740,Martin ERLIC,25,Defender,1998-01-24T00:00:00Z
43938,CRO,389754,Petar Musa,26,Forward,1998-03-04T00:00:00Z
43820,JOR,397894,YAZEED ABULAILA,1,Goalkeeper,1993-01-08T00:00:00Z
43820,JOR,433526,MOHAMMAD ABUHASHEESH,2,Defender,1995-05-09T00:00:00Z
43820,JOR,433527,ABDALLAH NASIB,3,Defender,1994-02-25T00:00:00Z
43820,JOR,489550,HUSAM ABUDAHAB,4,Defender,2000-05-13T00:00:00Z
43820,JOR,431225,YAZAN ALARAB,5,Defender,1996-01-31T00:00:00Z
43820,JOR,491167,AMER JAMOUS,6,Midfielder,2002-07-03T00:00:00Z
43820,JOR,431208,MOHAMMAD ABUZRAIQ,7,Forward,1997-12-30T00:00:00Z
43820,JOR,431230,NOOR ALRAWABDEH,8,Midfielder,1997-02-24T00:00:00Z
43820,JOR,431212,ALI OLWAN,9,Forward,2000-03-26T00:00:00Z
43820,JOR,431211,MOUSA ALTAMARI,10,Forward,1997-06-10T00:00:00Z
43820,JOR,511875,ODEH FAKHOURY,11,Forward,2005-11-22T00:00:00Z
43820,JOR,483127,NOUR BANIATEYAH,12,Goalkeeper,1993-01-25T00:00:00Z
43820,JOR,396950,MAHMOUD ALMARDI,13,Forward,1993-10-06T00:00:00Z
43820,JOR,384850,RAJAEI AYED,14,Midfielder,1993-07-25T00:00:00Z
43820,JOR,431209,IBRAHIM SADEH,15,Midfielder,2000-04-27T00:00:00Z
43820,JOR,489551,MOHAMMAD ABUALNADI,16,Defender,2001-02-08T00:00:00Z
43820,JOR,499102,SALEEM OBAID,17,Defender,1992-01-17T00:00:00Z
43820,JOR,520068,MOHAMMAD ABUGHOUSH,18,Midfielder,2005-07-13T00:00:00Z
43820,JOR,431219,SAED ALROSAN,19,Defender,1997-02-01T00:00:00Z
43820,JOR,479389,MOHANNAD ABUTAHA,20,Midfielder,2003-02-02T00:00:00Z
43820,JOR,433534,NIZAR ALRASHDAN,21,Midfielder,1999-03-23T00:00:00Z
43820,JOR,431223,ABDALLAH ALFAKHORI,22,Goalkeeper,2000-01-22T00:00:00Z
43820,JOR,389437,EHSAN HADDAD,23,Defender,1994-02-05T00:00:00Z
43820,JOR,498514,ALI AZAIZEH,24,Forward,2004-04-13T00:00:00Z
43820,JOR,45191,MOHAMMAD ALDAOUD,25,Midfielder,1992-04-12T00:00:00Z
43820,JOR,511889,ANAS BADAWI,26,Defender,1997-09-13T00:00:00Z
43822,KOR,274281,KIM Seunggyu,1,Goalkeeper,1990-09-30T00:00:00Z
43822,KOR,423874,LEE Hanbeom,2,Defender,2002-06-17T00:00:00Z
43822,KOR,492315,LEE Gihyuk,3,Midfielder,2000-07-07T00:00:00Z
43822,KOR,395088,KIM Minjae,4,Defender,1996-11-15T00:00:00Z
43822,KOR,418485,KIM Taehyeon,5,Defender,2000-09-17T00:00:00Z
43822,KOR,395084,HWANG Inbeom,6,Midfielder,1996-09-20T00:00:00Z
43822,KOR,307849,SON Heungmin,7,Forward,1992-07-08T00:00:00Z
43822,KOR,402817,PAIK Seungho,8,Midfielder,1997-03-17T00:00:00Z
43822,KOR,430387,CHO Guesung,9,Forward,1998-01-25T00:00:00Z
43822,KOR,390525,LEE Jaesung,10,Midfielder,1992-08-10T00:00:00Z
43822,KOR,395083,HWANG Heechan,11,Midfielder,1996-01-26T00:00:00Z
43822,KOR,402820,SONG Bumkeun,12,Goalkeeper,1997-10-15T00:00:00Z
43822,KOR,423880,LEE Taeseok,13,Defender,2002-07-28T00:00:00Z
43822,KOR,522282,CHO Wije,14,Defender,2001-08-25T00:00:00Z
43822,KOR,448580,KIM Moonhwan ,15,Defender,1995-08-01T00:00:00Z
